ID,WRKSTAT,MARITAL,SPWRKSTA,SIBS,CHILDS,AGE,SEX,INCOM16,POLVIEWS,CAPPUN,COURTS,GRASS,RELITEN,POSTLIFE,PRAY,HAPPY,HAPMAR,HEALTH1,LIFE,HELPFUL,FAIR,TRUST,CONBUS,CONCLERG,CONEDUC,CONPRESS,CONMEDIC,SOCREL,SOCFREND,SOCBAR,AGED,CHLDIDEL,PILLOK,SEXEDUC,DIVLAW,PREMARSX,XMARSEX,OWNGUN,NEWS,TVHOURS,NEWSFROM,SCIFROM,ASTROLGY,SCIBNFTS,COLDEG1,USWAR,USWARY
451,1,1,1,3,2,41,1,3,2,2,NA,1,2,NA,6,2,1,3,NA,1,2,1,2,2,2,3,2,5,4,5,1,8,2,1,3,4,NA,NA,4,2,NA,NA,NA,NA,NA,2,NA
452,1,5,NA,2,0,46,1,3,4,1,2,1,4,1,5,2,NA,NA,2,1,1,2,2,2,1,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,6,1,1,1,NA,NA,NA
453,1,5,NA,3,0,54,1,4,2,2,3,NA,4,2,6,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,NA,2,2,1,1,4,1,2,1,2,NA,NA,NA,NA,NA,NA,2
454,1,1,1,3,0,67,1,3,1,2,1,1,1,1,3,1,1,1,NA,1,2,1,3,2,1,2,1,3,3,5,1,2,2,1,1,4,NA,NA,2,1,1,6,2,1,3,2,NA
455,1,3,NA,2,1,53,2,4,1,2,3,1,1,1,2,3,NA,NA,1,1,2,1,3,3,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,1,1,1,1,2,NA,NA
456,5,1,4,2,3,59,2,3,3,1,NA,NA,4,1,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7,NA,8,3,1,1,4,1,1,5,3,NA,NA,NA,NA,NA,NA,2
457,2,1,3,5,0,65,2,2,4,2,3,NA,2,1,2,1,1,NA,2,1,2,1,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,2,2,NA,NA,NA
458,1,1,7,4,3,51,1,3,4,1,3,2,1,1,1,1,1,2,NA,1,3,2,2,1,2,2,1,3,4,6,1,3,4,1,3,1,NA,NA,2,2,5,4,2,2,NA,2,NA
459,1,5,NA,2,0,39,1,5,5,1,NA,NA,1,1,3,2,NA,NA,2,2,1,2,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,3,2,NA,NA
460,2,3,NA,2,2,49,2,3,6,1,2,1,3,2,1,2,NA,2,NA,2,3,1,2,2,3,3,2,2,5,5,1,4,2,1,2,3,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA
461,1,1,1,0,0,30,2,3,2,2,3,NA,4,1,5,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,8,1,1,3,4,2,1,2,1,NA,NA,NA,NA,NA,NA,2
462,8,3,NA,5,2,57,2,3,4,2,1,1,1,1,1,2,NA,2,NA,2,1,2,3,2,1,3,2,4,4,7,1,2,2,1,3,4,NA,NA,5,3,3,3,1,1,2,1,NA
463,1,1,1,0,0,36,1,3,2,2,NA,1,4,2,6,2,2,NA,2,1,2,1,2,3,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,4,NA,NA
464,1,3,NA,0,1,39,2,2,4,2,3,2,2,1,4,1,NA,2,NA,1,2,1,1,2,2,2,2,1,3,5,1,2,2,1,3,4,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA
465,7,1,1,1,2,38,2,NA,4,2,3,2,1,1,1,2,1,NA,2,1,2,1,2,1,2,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,2,1,2,NA,NA
466,1,1,7,1,3,46,1,4,4,1,NA,1,4,NA,5,2,2,NA,1,1,2,1,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,3,6,2,1,2,NA,NA
467,1,1,7,4,2,41,1,3,3,1,2,NA,4,1,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,1,1,2,4,1,1,5,0,NA,NA,NA,NA,NA,NA,2
468,1,5,NA,1,0,29,1,3,1,2,NA,2,1,1,2,2,NA,3,NA,2,2,2,1,NA,NA,2,1,5,3,2,1,2,3,1,NA,3,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA
469,1,4,NA,3,0,58,1,2,4,1,2,NA,4,2,6,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,NA,3,4,1,1,4,1,1,5,2,NA,NA,NA,NA,NA,NA,2
470,1,1,1,2,1,48,2,1,4,1,3,1,2,1,5,2,1,NA,2,1,2,1,1,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,7,NA,NA
471,8,5,NA,1,0,31,1,5,4,2,NA,NA,2,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,8,1,1,2,4,4,2,2,1,NA,NA,NA,NA,NA,NA,2
472,1,3,NA,8,0,54,2,2,3,NA,2,1,2,NA,5,3,NA,2,NA,1,NA,2,2,3,2,2,2,5,5,4,1,2,2,1,2,4,NA,NA,4,3,5,5,1,1,1,1,NA
473,2,5,NA,1,3,37,2,2,2,2,2,2,1,1,1,2,NA,3,NA,3,3,2,2,1,2,3,3,2,1,7,3,2,2,1,2,1,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA
474,1,2,NA,9,3,48,2,3,4,2,NA,NA,2,1,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,NA,2,1,1,2,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA
475,4,5,NA,2,0,58,1,3,6,NA,3,1,2,1,3,2,NA,NA,1,1,2,1,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,5,5,1,1,NA,NA,NA
476,1,3,NA,6,8,77,2,2,6,2,2,2,4,1,1,2,NA,3,NA,2,2,2,2,2,2,2,2,5,4,7,1,4,3,1,1,4,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA
477,2,5,NA,1,0,44,2,3,4,1,NA,NA,1,1,2,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,NA,2,2,1,2,4,1,2,5,4,NA,NA,NA,NA,NA,NA,NA
478,1,5,NA,1,0,27,2,4,NA,2,NA,1,4,NA,6,3,NA,NA,2,2,1,2,2,3,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,9,3,2,NA,1,NA,NA
479,2,5,NA,4,0,19,1,3,NA,2,2,NA,2,1,2,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,NA,2,1,1,3,4,1,2,3,4,NA,NA,NA,NA,NA,NA,1
480,1,3,NA,4,2,55,1,3,5,1,2,1,2,1,6,2,NA,NA,1,2,1,1,1,2,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,5,2,1,NA,NA,NA
481,1,1,1,2,1,52,2,3,6,1,2,NA,3,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,NA,2,1,2,1,4,1,2,4,2,NA,NA,NA,NA,NA,NA,2
482,5,1,7,7,4,63,1,3,2,1,2,NA,4,1,4,2,1,4,NA,2,1,2,3,3,2,3,3,5,4,7,2,2,4,1,2,4,NA,NA,2,22,5,1,2,2,NA,1,NA
483,1,1,1,5,2,39,2,2,6,1,2,2,2,1,1,2,2,NA,1,2,1,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,2,1,1,NA,NA
484,7,1,1,5,4,68,2,1,NA,1,2,2,1,1,1,1,1,5,NA,2,1,2,3,2,2,3,3,2,3,7,1,5,3,2,1,3,NA,NA,1,5,NA,NA,NA,NA,NA,1,NA
485,5,1,8,5,3,82,1,1,NA,1,2,2,1,1,2,3,2,4,NA,2,1,2,NA,2,3,NA,2,7,7,7,2,3,4,2,2,4,NA,NA,5,2,NA,NA,2,NA,NA,1,NA
486,7,3,NA,6,3,59,2,1,6,2,1,NA,1,1,1,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,3,2,1,1,1,1,3,5,4,NA,NA,NA,NA,NA,NA,2
487,2,2,NA,5,3,64,2,4,2,NA,3,1,4,NA,1,1,NA,2,NA,1,2,1,1,3,1,3,1,2,2,2,2,2,2,1,1,3,NA,NA,5,2,3,3,1,1,NA,1,NA
488,1,5,NA,6,0,47,2,2,4,2,3,2,3,1,1,3,NA,2,NA,3,3,2,3,2,3,2,2,2,3,5,3,8,3,1,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,2,NA
489,1,1,1,2,3,45,1,2,3,2,3,2,2,2,1,2,1,NA,2,1,1,2,2,3,1,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,6,8,1,1,NA,NA,NA
490,1,1,7,1,5,37,1,2,6,1,2,NA,4,1,4,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,NA,3,1,1,1,3,1,2,3,8,NA,NA,NA,NA,NA,NA,1
491,4,5,NA,8,1,20,1,2,4,1,1,1,4,NA,6,3,NA,1,NA,2,1,2,2,2,2,3,2,2,1,4,1,4,4,1,2,4,NA,NA,5,3,NA,NA,NA,NA,NA,1,NA
492,1,1,1,3,1,31,1,4,4,1,2,NA,2,1,2,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,2,2,1,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA,2
493,7,5,NA,2,1,22,2,3,4,1,3,2,1,1,2,2,NA,2,NA,2,2,3,2,3,1,3,1,3,2,4,1,3,1,1,1,4,NA,NA,3,12,NA,NA,NA,NA,NA,2,NA
494,5,2,NA,0,1,61,2,4,5,1,3,2,2,1,2,2,NA,1,NA,1,2,1,3,1,2,2,1,2,5,4,1,2,2,1,2,4,NA,NA,5,3,5,5,2,1,2,1,NA
495,1,1,1,4,1,56,2,4,6,1,2,1,2,1,1,1,2,1,NA,1,2,1,1,2,2,3,2,2,2,6,1,8,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
496,1,2,NA,3,1,34,1,1,4,NA,3,NA,4,1,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,2,2,1,1,3,1,1,5,0,NA,NA,NA,NA,NA,NA,1
497,1,1,7,7,2,53,1,2,2,1,2,2,2,1,4,2,2,4,NA,2,2,2,1,1,2,2,1,4,2,2,1,2,2,1,1,1,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA
498,1,1,7,3,1,22,1,3,1,2,1,1,2,2,3,2,1,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,NA,NA,5,3,2,1,NA,NA,NA
499,1,4,NA,7,3,39,2,1,7,2,NA,1,2,1,1,1,NA,3,NA,2,1,2,NA,3,2,1,1,4,4,7,1,2,2,1,1,4,NA,NA,5,2,5,8,2,1,NA,2,NA
500,1,1,2,7,2,25,1,1,6,1,3,2,2,1,1,1,1,NA,1,2,1,2,1,2,3,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
501,5,1,7,2,6,75,1,2,6,1,2,2,1,1,3,1,1,3,NA,3,2,2,2,1,3,3,3,2,1,6,1,3,4,1,2,1,NA,NA,3,3,NA,NA,NA,NA,NA,1,NA
502,1,1,1,4,2,44,1,3,2,2,1,1,4,2,1,2,2,NA,2,2,1,1,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,NA,NA,6,3,2,1,3,NA,NA
503,1,5,NA,4,0,26,1,5,4,2,3,NA,4,2,5,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,NA,3,2,1,1,4,2,2,5,1,NA,NA,NA,NA,NA,NA,2
504,1,1,1,4,2,40,2,3,4,1,2,2,2,1,1,1,1,NA,1,2,2,2,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,1,NA,1,NA,NA
505,1,5,NA,5,4,33,2,2,4,NA,2,NA,2,1,2,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,2,1,1,NA,1,2,5,1,NA,NA,NA,NA,NA,NA,1
506,3,1,7,15,4,49,1,1,5,2,1,2,2,1,2,2,2,3,NA,2,1,2,2,2,2,2,1,4,4,7,1,3,3,1,2,1,NA,NA,4,1,NA,NA,NA,NA,NA,2,NA
507,4,1,1,5,0,49,2,3,6,1,1,NA,4,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,3,2,1,3,4,1,1,2,2,NA,NA,NA,NA,NA,NA,1
508,1,1,2,2,2,48,1,3,1,1,1,1,4,2,6,2,1,NA,3,1,2,1,3,2,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,2,2,2,1,6,NA,NA
509,1,5,NA,0,0,40,1,3,2,1,2,NA,4,2,6,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,2,2,1,3,4,1,2,4,1,NA,NA,NA,NA,NA,NA,2
510,5,2,NA,3,2,80,1,3,4,1,2,2,1,1,2,2,NA,NA,2,1,3,3,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,2,NA,NA,NA
511,2,5,NA,3,2,21,2,2,4,2,NA,2,4,1,2,1,NA,3,NA,2,1,2,2,3,2,1,2,1,2,7,2,3,1,1,NA,NA,NA,NA,5,8,NA,NA,NA,NA,NA,1,NA
512,1,1,7,7,4,38,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,6,4,NA,NA,1,1,2,5,0,NA,NA,NA,NA,NA,NA,1
513,5,1,5,8,4,74,1,2,6,1,1,NA,2,1,5,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,NA,3,2,1,2,4,2,1,1,3,NA,NA,NA,NA,NA,NA,2
514,5,1,5,7,0,75,1,1,6,1,2,2,1,1,1,2,1,NA,1,1,2,1,1,1,2,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,1,1,2,NA,NA
515,1,1,1,0,2,40,2,3,5,1,2,NA,3,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,NA,3,4,1,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA,1
516,7,1,1,2,2,50,2,3,6,1,2,1,1,1,2,1,1,NA,2,1,2,1,1,2,3,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,3,NA,NA,3,3,2,1,2,NA,NA
517,1,1,1,2,3,48,2,2,4,1,2,1,1,1,1,2,1,3,NA,1,2,1,2,NA,2,2,2,4,7,7,1,3,4,1,2,1,NA,NA,5,3,NA,NA,NA,NA,NA,1,NA
518,2,1,7,5,2,32,1,1,3,2,3,1,2,1,2,2,2,NA,1,2,1,2,2,2,1,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,2,NA,NA,NA
519,2,1,7,11,4,41,1,2,5,2,NA,NA,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,NA,7,4,1,2,1,1,2,5,2,NA,NA,NA,NA,NA,NA,1
520,7,1,2,9,1,26,2,1,1,NA,3,NA,2,2,6,2,1,NA,NA,2,1,2,2,NA,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,5,5,2,NA,NA,NA,NA
521,1,3,NA,3,1,57,2,2,2,1,3,2,2,1,1,3,NA,4,NA,1,1,2,3,2,2,3,2,3,5,4,1,3,4,1,3,2,NA,NA,4,3,NA,NA,NA,NA,NA,1,NA
522,6,5,NA,4,0,30,2,3,4,1,2,2,4,1,3,3,NA,NA,1,1,2,2,3,2,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,1,3,NA,NA,NA
523,7,3,NA,2,5,41,2,4,7,1,2,2,1,1,1,3,NA,NA,1,1,2,2,2,1,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,1,NA,NA,NA
524,2,5,NA,6,2,50,1,3,3,1,1,1,1,1,1,2,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,9,1,1,NA,NA,NA
525,2,5,NA,3,0,30,1,3,2,NA,2,NA,2,1,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,3,2,1,2,4,2,2,4,6,NA,NA,NA,NA,NA,NA,1
526,1,5,NA,0,2,47,2,4,4,2,2,2,1,1,2,2,NA,3,NA,1,1,2,2,2,2,2,1,2,2,4,1,2,2,NA,1,4,NA,NA,5,3,NA,NA,NA,NA,NA,2,NA
527,7,5,NA,5,0,65,2,2,4,1,3,2,1,1,1,2,NA,NA,1,2,1,2,2,1,2,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
528,2,1,7,8,4,43,1,1,2,1,1,2,2,2,2,3,1,4,NA,2,1,2,3,NA,NA,3,2,7,7,5,2,3,1,1,NA,4,NA,NA,2,0,5,5,1,1,NA,1,NA
529,6,5,NA,8,0,20,1,3,3,2,3,1,1,1,2,2,NA,NA,2,1,2,1,3,1,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,NA,NA,NA
530,1,1,1,1,0,47,2,3,4,2,2,NA,2,1,1,2,2,3,NA,2,2,1,3,2,2,2,2,5,4,4,1,3,2,1,2,4,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA
531,1,5,NA,1,0,31,1,3,2,1,1,1,1,1,2,2,NA,NA,1,2,2,2,2,2,2,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,NA,NA,3,3,1,1,2,NA,NA
532,1,1,1,8,3,35,1,1,3,1,2,1,1,1,1,2,1,2,NA,1,2,1,3,3,3,3,3,1,3,2,2,4,4,1,1,4,NA,NA,2,4,NA,NA,NA,NA,NA,1,NA
533,1,1,1,3,2,58,1,3,NA,1,2,1,2,1,6,2,1,NA,2,2,1,2,2,3,2,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,2,NA,NA,NA,NA
534,5,1,4,2,4,66,2,2,5,2,2,2,2,1,4,2,2,3,NA,2,1,2,2,1,3,3,1,4,4,6,2,2,3,1,1,1,NA,NA,1,5,5,5,2,1,NA,1,NA
535,7,5,NA,4,4,37,2,5,4,1,2,2,1,1,2,2,NA,NA,2,1,1,1,2,2,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,2,1,1,NA,NA,NA
536,1,4,NA,10,2,40,2,2,5,1,2,2,2,1,3,2,NA,NA,2,2,1,2,2,1,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,3,3,1,1,1,NA,NA
537,1,1,1,1,2,56,1,2,5,1,2,NA,1,1,2,2,1,2,NA,1,3,2,2,1,2,3,1,5,3,5,2,2,2,1,2,4,NA,NA,1,2,5,3,1,1,NA,1,NA
538,2,1,1,1,2,49,2,3,NA,2,2,NA,3,1,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,2,2,1,2,4,1,1,3,0,NA,NA,NA,NA,NA,NA,2
539,2,1,7,2,2,30,2,2,6,NA,NA,1,1,1,2,2,1,NA,2,1,2,2,1,2,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,3,3,2,1,1,NA,NA
540,4,1,1,2,4,45,2,3,4,1,2,NA,2,1,3,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,8,2,1,3,4,2,1,5,3,NA,NA,NA,NA,NA,NA,2
541,5,2,NA,7,0,77,1,2,3,2,2,1,2,1,3,2,NA,NA,2,2,1,2,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,2,1,1,NA,NA,NA
542,7,5,NA,3,5,30,2,NA,4,2,2,NA,2,1,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,8,1,1,1,4,1,2,2,3,NA,NA,NA,NA,NA,NA,2
543,1,1,4,3,4,43,1,1,6,1,2,NA,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,3,4,2,2,1,1,2,2,4,NA,NA,NA,NA,NA,NA,2
544,1,5,NA,10,2,31,2,3,4,2,2,1,1,1,1,2,NA,3,NA,2,3,2,2,2,3,2,1,2,3,5,2,3,3,1,1,3,NA,NA,2,0,NA,NA,NA,NA,NA,1,NA
545,1,5,NA,2,0,58,2,2,4,1,2,1,3,NA,1,2,NA,NA,2,2,1,2,3,2,3,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,3,5,1,1,2,NA,NA
546,2,1,7,9,4,62,1,2,4,2,3,NA,1,1,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,NA,4,2,1,2,1,1,2,4,0,NA,NA,NA,NA,NA,NA,NA
547,5,2,NA,3,3,73,1,1,NA,2,1,2,4,2,2,3,NA,4,NA,2,1,2,2,3,2,2,2,7,7,7,1,0,1,1,NA,4,NA,NA,5,4,5,5,2,1,NA,2,NA
548,1,5,NA,2,0,60,2,2,1,1,2,2,1,2,1,1,NA,NA,1,2,1,2,2,2,1,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,2,1,1,NA,NA,NA
549,1,1,2,4,2,32,1,1,4,1,2,1,2,2,6,1,1,1,NA,2,1,2,2,3,1,3,2,2,4,7,1,2,1,1,1,4,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA
550,1,5,NA,6,0,24,2,3,4,2,1,1,3,1,1,1,NA,NA,1,3,1,2,2,1,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,NA,1,1,NA,NA,NA
551,5,4,NA,3,4,71,1,4,3,2,1,1,4,2,6,3,NA,1,NA,1,2,1,2,3,1,2,3,2,4,6,1,2,1,1,2,4,NA,NA,2,0,6,2,2,1,NA,1,NA
552,1,3,NA,5,2,31,1,2,4,2,2,2,1,1,1,2,NA,2,NA,1,1,2,2,2,2,3,2,2,3,4,2,3,1,1,3,3,NA,NA,4,4,NA,NA,NA,NA,NA,1,NA
553,1,3,NA,6,0,42,2,3,5,1,3,1,1,1,2,2,NA,NA,1,1,1,1,2,3,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,1,NA,NA
554,7,2,NA,5,2,80,2,2,4,2,2,2,1,1,1,2,NA,4,NA,1,2,2,2,2,2,NA,2,4,5,7,1,4,3,2,1,1,NA,NA,5,2,5,5,2,1,NA,2,NA
555,5,3,NA,6,3,76,2,2,1,2,2,NA,1,1,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,NA,3,3,1,2,2,1,1,5,6,NA,NA,NA,NA,NA,NA,2
556,7,5,NA,3,2,40,2,4,2,2,1,1,1,1,2,2,NA,3,NA,2,1,2,1,2,1,3,3,1,3,7,1,3,2,1,1,4,NA,NA,1,14,NA,NA,NA,NA,NA,1,NA
557,2,5,NA,13,3,29,1,4,4,2,1,NA,1,1,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,NA,4,4,1,1,4,1,2,3,0,NA,NA,NA,NA,NA,NA,1
558,5,2,NA,9,2,86,2,1,5,2,2,2,1,1,1,1,NA,3,NA,2,1,2,2,1,2,3,2,2,4,7,1,5,4,2,1,2,NA,NA,5,3,5,5,1,2,NA,2,NA
559,1,5,NA,2,0,53,1,4,3,2,2,1,4,1,6,1,NA,NA,1,2,1,2,3,3,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,1,1,NA,NA,NA
560,2,1,2,6,4,48,2,2,NA,2,3,NA,1,1,1,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,NA,7,2,1,2,2,2,2,5,1,NA,NA,NA,NA,NA,NA,1
561,5,2,NA,6,3,86,2,3,2,2,3,NA,2,1,2,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,6,2,2,2,4,1,2,5,4,NA,NA,NA,NA,NA,NA,1
562,5,1,5,8,5,71,2,1,NA,2,3,NA,3,NA,2,3,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,NA,4,4,1,3,4,1,2,5,6,NA,NA,NA,NA,NA,NA,2
563,2,1,1,8,3,50,2,2,NA,NA,2,2,1,2,1,1,2,NA,1,2,1,2,2,3,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,1,3,NA,5,2,40,1,3,5,1,2,2,1,1,1,2,NA,NA,2,2,2,2,2,3,3,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,3,1,1,1,NA,NA,NA
565,1,1,7,2,3,30,1,4,5,2,3,2,1,1,2,1,1,NA,1,2,1,2,2,2,3,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,NA,NA,NA
566,1,1,7,4,8,68,1,3,5,1,2,NA,2,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,NA,8,2,1,1,4,3,2,2,2,NA,NA,NA,NA,NA,NA,2
567,1,1,1,4,2,37,2,4,5,1,2,2,1,1,1,2,2,3,NA,2,1,2,2,2,2,3,2,1,2,6,1,2,4,2,2,1,NA,NA,3,2,NA,NA,NA,NA,NA,1,NA
568,4,4,NA,1,4,41,2,3,7,NA,2,NA,4,1,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,NA,3,2,2,4,1,2,5,1,NA,NA,NA,NA,NA,NA,2
569,1,1,1,8,3,64,2,4,6,2,2,NA,2,1,2,3,2,NA,1,2,1,2,3,3,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,2,1,8,NA,NA
570,5,1,5,3,0,72,1,4,7,1,2,2,2,2,5,2,1,NA,1,2,1,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,NA,NA,NA
571,1,5,NA,3,0,40,2,2,4,1,NA,NA,4,NA,6,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,8,2,1,1,4,1,2,5,3,NA,NA,NA,NA,NA,NA,2
572,3,3,NA,3,1,43,2,2,5,1,2,NA,1,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,NA,2,3,1,3,4,1,2,1,2,NA,NA,NA,NA,NA,NA,1
573,5,3,NA,1,3,84,1,NA,5,1,2,1,2,2,5,2,NA,2,NA,2,1,3,2,3,3,3,2,5,4,7,2,2,3,2,1,4,NA,NA,1,4,5,2,1,1,2,1,NA
574,1,1,1,1,2,34,1,4,5,1,3,NA,1,1,3,1,1,NA,1,2,1,1,1,1,2,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,NA,NA,3,5,2,1,2,NA,NA
