ID,WRKSTAT,MARITAL,SPWRKSTA,SIBS,CHILDS,AGE,SEX,INCOM16,POLVIEWS,CAPPUN,COURTS,GRASS,RELITEN,POSTLIFE,PRAY,HAPPY,HAPMAR,HEALTH1,LIFE,HELPFUL,FAIR,TRUST,CONBUS,CONCLERG,CONEDUC,CONPRESS,CONMEDIC,SOCREL,SOCFREND,SOCBAR,AGED,CHLDIDEL,PILLOK,SEXEDUC,DIVLAW,PREMARSX,XMARSEX,OWNGUN,NEWS,TVHOURS,NEWSFROM,SCIFROM,ASTROLGY,SCIBNFTS,COLDEG1,USWAR,USWARY
1610,1,5,NA,8,2,25,2,2,5,1,3,2,3,1,4,1,NA,NA,2,1,2,2,1,2,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,3,NA,NA,NA
1611,2,4,NA,10,4,44,2,3,2,2,2,NA,2,1,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,2,2,1,1,4,1,2,2,3,NA,NA,NA,NA,NA,NA,1
1612,5,3,NA,2,3,54,1,4,5,1,2,1,4,2,6,2,NA,NA,1,3,2,2,2,3,3,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,NA,NA,5,5,2,1,NA,NA,NA
1613,7,1,1,5,2,30,2,3,4,2,2,2,2,1,2,2,2,2,NA,1,1,2,1,2,1,3,1,3,6,7,2,3,3,1,1,4,NA,NA,3,6,5,8,1,2,NA,2,NA
1614,5,1,5,1,5,76,1,3,4,2,2,NA,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,7,NA,8,4,1,2,1,1,2,3,2,NA,NA,NA,NA,NA,NA,1
1615,4,3,NA,3,0,48,1,3,NA,1,2,1,4,1,2,1,NA,2,NA,2,1,2,3,3,2,3,3,NA,2,7,2,NA,4,1,3,4,NA,NA,5,3,NA,NA,NA,NA,NA,1,NA
1616,1,5,NA,4,0,33,1,1,4,2,2,NA,2,1,2,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,NA,3,3,1,2,4,1,3,2,2,NA,NA,NA,NA,NA,NA,NA
1617,1,1,7,1,2,26,1,1,4,1,2,1,2,NA,6,1,1,NA,1,2,1,2,1,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,1,1,NA,NA,NA
1618,6,5,NA,9,3,26,1,2,4,2,2,NA,4,1,2,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,NA,5,4,1,1,4,3,2,1,1,NA,NA,NA,NA,NA,NA,1
1619,7,5,NA,3,0,18,2,3,5,1,3,NA,3,1,2,2,NA,1,NA,2,1,1,1,1,1,1,1,2,1,7,3,3,2,1,2,3,NA,NA,5,4,NA,NA,NA,NA,NA,1,NA
1620,5,2,NA,4,3,61,1,3,4,1,3,NA,2,1,2,3,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,2,NA,1,2,3,1,2,2,6,NA,NA,NA,NA,NA,NA,2
1621,8,4,NA,6,4,57,1,3,3,1,1,1,1,2,2,3,NA,5,NA,2,1,2,3,2,2,2,2,2,4,6,1,2,4,1,2,3,NA,NA,3,2,5,2,1,3,NA,1,NA
1622,1,1,1,9,2,36,2,3,5,1,2,NA,4,2,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,NA,2,2,1,2,4,1,1,2,1,NA,NA,NA,NA,NA,NA,1
1623,3,1,7,3,3,33,1,2,3,1,2,2,4,1,6,2,2,1,NA,1,2,2,3,3,3,2,2,1,6,7,2,3,2,1,2,4,NA,NA,4,1,NA,NA,NA,NA,NA,2,NA
1624,2,1,7,10,6,50,2,2,NA,1,3,1,1,1,5,2,2,NA,1,2,1,2,1,2,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,8,2,NA,NA,NA,NA
1625,7,2,NA,4,1,65,2,3,4,NA,NA,NA,1,1,2,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,6,4,7,NA,8,3,1,3,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,2
1626,7,3,NA,9,4,50,2,2,4,1,2,1,4,2,2,3,NA,4,NA,1,2,2,2,2,3,1,2,6,6,4,1,3,1,1,1,4,NA,NA,5,7,5,5,1,1,NA,NA,NA
1627,7,1,1,5,6,48,2,3,4,1,3,2,3,NA,4,1,2,NA,1,2,2,2,2,2,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,NA,NA,NA,NA
1628,5,3,NA,16,3,80,1,3,4,1,2,NA,3,NA,2,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,4,2,1,2,4,3,1,1,4,NA,NA,NA,NA,NA,NA,1
1629,5,1,7,4,1,80,2,3,6,2,3,2,1,1,1,1,1,NA,2,1,2,2,2,2,3,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,4,2,1,NA,NA,NA
1630,2,1,5,6,2,70,2,3,6,1,2,NA,1,1,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,4,2,2,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA
1631,5,2,NA,4,3,76,2,2,2,1,2,1,2,NA,2,1,NA,NA,2,1,1,2,2,NA,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,1,NA,NA,NA
1632,1,3,NA,2,0,69,2,3,1,1,2,NA,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,NA,3,1,1,1,4,1,2,5,6,NA,NA,NA,NA,NA,NA,2
1633,1,1,7,1,2,47,1,4,6,1,3,2,1,1,1,1,1,NA,1,1,2,1,2,1,3,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,2,2,1,2,NA,NA
1634,2,1,2,4,2,68,1,1,5,1,2,2,4,2,6,1,1,4,NA,1,2,1,2,2,2,2,2,2,4,6,1,3,2,1,1,3,NA,NA,1,4,NA,NA,NA,NA,NA,1,NA
1635,5,2,NA,3,2,79,2,4,6,1,2,NA,3,1,2,3,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,NA,8,2,2,2,3,1,1,2,3,NA,NA,NA,NA,NA,NA,2
1636,5,3,NA,2,1,67,2,3,6,1,2,NA,2,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,2,2,2,4,1,2,1,3,NA,NA,NA,NA,NA,NA,2
1637,4,5,NA,2,0,62,2,3,4,1,NA,1,2,NA,5,3,NA,NA,2,2,2,1,3,2,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,8,5,1,1,NA,NA,NA
1638,5,3,NA,3,2,58,2,4,4,1,1,1,4,1,4,2,NA,3,NA,2,2,2,2,2,2,2,2,3,3,5,1,2,3,1,2,4,NA,NA,4,4,5,5,1,1,NA,1,NA
1639,6,5,NA,2,0,19,2,3,2,2,NA,NA,4,NA,6,2,NA,NA,1,1,2,1,2,2,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,3,3,1,1,NA,NA,NA
1640,1,1,7,2,3,35,1,2,2,2,2,NA,2,1,6,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,2,1,1,2,4,4,2,4,3,NA,NA,NA,NA,NA,NA,2
1641,2,5,NA,4,0,36,2,2,5,1,2,2,4,1,6,3,NA,5,NA,2,1,2,3,3,2,2,2,7,7,7,1,2,3,1,1,1,NA,NA,5,3,NA,NA,NA,NA,NA,2,NA
1642,1,1,7,3,2,86,1,3,6,1,2,NA,4,1,3,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,NA,8,3,2,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,1
1643,1,1,1,2,1,63,2,3,6,1,3,NA,2,1,2,2,2,NA,2,1,2,2,2,1,2,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,1,1,NA,NA,NA
1644,2,5,NA,1,0,22,1,2,2,1,1,1,4,NA,6,2,NA,NA,2,2,3,2,3,3,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,2,1,NA,NA,NA
1645,6,5,NA,1,0,23,2,3,4,2,3,1,4,1,5,2,NA,3,NA,1,1,2,3,2,2,3,2,2,2,4,1,8,2,1,3,2,NA,NA,3,1,1,2,2,1,1,1,NA
1646,6,5,NA,2,0,19,2,3,3,1,2,NA,4,1,5,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,NA,3,2,1,2,4,1,2,4,1,NA,NA,NA,NA,NA,NA,2
1647,2,1,1,4,3,51,2,3,4,1,2,NA,2,NA,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,6,7,NA,3,1,1,2,4,1,2,1,2,NA,NA,NA,NA,NA,NA,1
1648,5,1,5,1,0,82,1,1,5,1,NA,2,4,1,6,3,2,2,NA,1,1,2,3,3,3,3,3,7,5,7,1,2,1,1,2,4,NA,NA,1,4,1,2,1,1,NA,1,NA
1649,6,5,NA,1,0,27,1,3,3,1,3,NA,4,NA,6,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,3,2,1,3,4,1,2,4,15,NA,NA,NA,NA,NA,NA,2
1650,5,1,5,3,2,68,1,3,6,1,2,2,4,2,4,2,2,NA,2,1,2,1,2,2,2,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,3,3,2,1,NA,NA,NA
1651,6,5,NA,5,0,23,2,3,2,1,3,1,4,1,3,1,NA,2,NA,3,3,2,2,2,2,2,1,2,1,2,1,2,1,1,1,4,NA,NA,4,1,3,3,1,1,NA,1,NA
1652,1,1,7,5,2,38,1,2,4,NA,NA,NA,2,1,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,NA,2,3,1,3,3,2,2,2,1,NA,NA,NA,NA,NA,NA,1
1653,6,1,6,1,2,65,2,3,3,1,2,NA,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,8,4,1,3,1,1,1,1,0,NA,NA,NA,NA,NA,NA,1
1654,5,2,NA,5,5,72,1,2,4,1,2,NA,2,2,4,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,3,2,1,1,4,1,1,2,8,NA,NA,NA,NA,NA,NA,1
1655,5,2,NA,3,4,80,1,3,4,1,3,2,2,1,4,2,NA,NA,3,2,1,1,1,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,1,2,NA,NA,NA
1656,1,1,1,1,2,34,2,3,6,1,2,NA,2,NA,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,2,4,1,3,4,1,1,4,2,NA,NA,NA,NA,NA,NA,2
1657,4,4,NA,4,1,56,1,4,NA,1,3,NA,1,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,7,NA,4,3,1,NA,4,1,2,3,4,NA,NA,NA,NA,NA,NA,2
1658,4,1,1,7,4,57,2,4,4,2,2,NA,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,NA,4,4,2,2,2,1,1,5,0,NA,NA,NA,NA,NA,NA,2
1659,1,5,NA,1,0,61,1,4,2,1,NA,2,2,1,NA,2,NA,2,NA,2,3,1,3,3,3,3,3,7,6,7,3,NA,2,1,NA,NA,NA,NA,1,1,3,3,2,1,2,1,NA
1660,7,1,2,10,3,53,1,3,3,1,2,1,2,1,2,2,1,NA,2,3,2,2,2,2,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,3,NA,NA,NA
1661,5,1,5,3,1,79,1,1,6,1,2,NA,2,1,5,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,2,4,1,2,2,1,1,1,3,NA,NA,NA,NA,NA,NA,1
1662,2,3,NA,1,0,46,2,2,3,1,2,1,2,1,1,2,NA,3,NA,1,2,2,2,2,2,3,3,5,4,5,1,2,2,1,3,2,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA
1663,7,1,4,3,2,45,2,2,5,1,2,NA,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,NA,NA,3,1,NA,NA,1,1,5,2,NA,NA,NA,NA,NA,NA,NA
1664,7,3,NA,3,2,50,2,5,4,2,NA,1,2,2,1,2,NA,5,NA,2,1,2,2,2,2,1,NA,7,6,6,2,2,2,1,2,4,NA,NA,5,6,5,5,1,1,NA,1,NA
1665,1,3,NA,1,2,63,1,5,3,1,2,NA,1,1,5,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,NA,4,4,1,2,4,4,2,3,10,NA,NA,NA,NA,NA,NA,2
1666,1,5,NA,3,0,38,2,5,2,1,3,1,4,1,2,2,NA,1,NA,2,1,2,1,2,2,2,1,2,3,5,2,2,1,1,2,4,NA,NA,2,0,3,3,1,1,NA,1,NA
1667,6,3,NA,22,3,51,2,3,2,2,2,NA,1,1,1,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,NA,4,2,1,1,4,1,2,4,1,NA,NA,NA,NA,NA,NA,1
1668,1,2,NA,3,2,62,2,4,2,2,1,1,4,2,2,2,NA,2,NA,1,2,1,3,2,2,3,2,4,3,6,3,2,2,1,1,4,NA,NA,1,0,NA,NA,NA,NA,NA,1,NA
1669,7,3,NA,4,2,47,1,2,3,1,3,1,4,1,1,1,NA,NA,1,1,2,2,2,1,2,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,2,NA,NA,NA
1670,1,5,NA,3,2,29,2,3,4,1,2,NA,2,NA,4,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,NA,3,1,1,3,4,1,2,4,2,NA,NA,NA,NA,NA,NA,1
1671,4,3,NA,2,1,37,2,4,3,2,NA,1,4,2,6,2,NA,2,NA,1,2,1,2,3,2,3,2,3,3,4,3,1,2,1,1,4,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA
1672,1,1,1,2,1,39,1,2,2,2,2,NA,4,2,6,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,NA,1,1,1,1,4,1,2,4,1,NA,NA,NA,NA,NA,NA,2
1673,1,3,NA,2,2,46,2,2,3,2,NA,1,4,NA,6,2,NA,NA,1,1,2,1,2,3,2,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,NA,NA,6,3,1,1,2,NA,NA
1674,1,5,NA,3,0,55,1,2,4,1,2,2,2,1,4,2,NA,1,NA,1,2,2,3,3,2,3,1,4,3,4,1,2,2,1,1,3,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA
1675,1,5,NA,4,0,27,1,1,2,1,2,1,4,NA,6,2,NA,3,NA,2,1,2,3,3,1,1,1,1,4,7,1,3,1,1,1,3,NA,NA,2,12,3,3,2,1,NA,1,NA
1676,8,5,NA,3,1,45,2,2,4,2,1,1,4,1,1,1,NA,NA,2,2,1,2,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,1,NA,NA,NA
1677,5,1,5,2,2,71,2,5,4,2,1,NA,4,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,2,1,1,3,4,2,2,1,3,NA,NA,NA,NA,NA,NA,2
1678,5,2,NA,2,5,74,2,2,2,NA,NA,NA,1,NA,1,3,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,7,NA,2,4,1,1,1,1,2,5,2,NA,NA,NA,NA,NA,NA,1
1679,6,5,NA,1,0,18,2,3,2,2,1,1,2,2,5,3,NA,3,NA,2,1,2,3,2,2,1,1,3,2,7,2,1,2,1,2,4,NA,NA,1,1,3,10,2,1,NA,1,NA
1680,5,2,NA,1,1,67,2,3,4,NA,2,2,4,NA,6,2,NA,NA,2,2,1,2,1,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
1681,1,1,1,3,3,49,1,3,3,1,3,1,4,NA,6,1,1,NA,1,2,2,2,1,3,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,1,NA,NA,6,6,1,1,1,NA,NA
1682,2,3,NA,1,4,74,1,4,7,1,2,2,1,1,3,1,NA,1,NA,2,1,2,2,2,2,3,1,4,2,7,2,2,4,1,1,3,NA,NA,5,5,NA,NA,NA,NA,NA,1,NA
1683,1,1,1,6,2,67,1,1,6,1,2,NA,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,NA,8,3,1,NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,1
1684,7,1,1,7,2,35,2,1,NA,1,2,2,2,1,3,3,1,NA,2,2,NA,2,3,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,NA,NA,NA,NA
1685,1,5,NA,5,0,36,1,3,4,2,NA,2,1,1,4,2,NA,3,NA,1,1,2,2,1,2,1,1,2,7,7,1,2,3,1,1,3,NA,NA,5,4,6,5,1,2,NA,1,NA
1686,1,1,1,6,4,58,2,3,NA,2,3,2,1,2,2,1,1,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,8,8,1,1,NA,NA,NA
1687,1,5,NA,6,0,21,2,2,3,1,NA,NA,4,2,6,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,7,NA,3,3,1,1,4,1,2,3,4,NA,NA,NA,NA,NA,NA,1
1688,2,5,NA,1,0,21,1,3,4,1,2,1,2,1,6,2,NA,3,NA,2,1,2,2,1,3,2,2,1,1,7,2,2,4,1,1,4,NA,NA,5,3,NA,NA,NA,NA,NA,1,NA
1689,1,5,NA,2,0,43,2,3,6,NA,3,NA,1,1,2,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,2,3,2,3,1,1,2,5,2,NA,NA,NA,NA,NA,NA,2
1690,1,1,7,12,3,41,1,2,4,2,1,1,1,1,2,2,2,4,NA,2,1,2,2,2,2,3,2,3,3,7,1,4,2,1,2,1,NA,NA,3,1,3,3,2,1,NA,1,NA
1691,1,1,7,4,3,44,1,1,3,NA,2,2,2,2,2,3,1,NA,1,2,1,2,3,2,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
1692,8,3,NA,5,2,51,2,3,4,2,3,NA,2,1,NA,3,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,NA,8,2,1,3,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,NA
1693,4,5,NA,2,0,22,1,NA,NA,1,3,2,2,NA,6,2,NA,4,NA,1,1,2,2,2,1,3,1,7,2,7,3,3,1,1,NA,4,NA,NA,5,2,NA,NA,NA,NA,NA,2,NA
1694,7,1,1,1,1,30,2,4,NA,1,2,2,3,1,1,3,2,NA,3,2,1,2,1,2,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,5,3,2,NA,NA,NA,NA
1695,2,5,NA,4,0,18,1,2,4,2,NA,2,2,1,5,2,NA,1,NA,2,1,1,2,1,1,3,1,1,3,7,2,3,4,1,NA,4,NA,NA,4,2,9,10,1,1,NA,NA,NA
1696,2,3,NA,7,4,73,2,1,6,1,2,NA,NA,1,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,NA,4,1,1,2,4,1,2,5,6,NA,NA,NA,NA,NA,NA,1
1697,7,1,1,1,1,38,2,4,4,1,2,1,4,NA,5,3,2,5,NA,2,1,2,3,3,3,3,3,5,5,7,3,2,NA,1,1,4,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA
1698,5,1,5,5,2,87,1,3,4,2,2,NA,3,1,2,1,1,NA,2,1,2,2,2,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,2,1,NA,NA,NA
1699,1,3,NA,12,4,39,2,2,NA,2,1,2,1,1,1,2,NA,3,NA,1,1,2,3,2,2,3,2,6,2,7,2,8,4,1,2,1,NA,NA,5,12,5,9,1,1,NA,1,NA
1700,5,2,NA,7,2,74,2,1,3,NA,NA,1,2,2,1,2,NA,NA,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,5,1,NA,NA,NA,NA
1701,1,1,2,1,2,31,2,3,2,1,2,NA,4,1,6,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,NA,4,1,1,3,4,1,1,1,2,NA,NA,NA,NA,NA,NA,1
1702,1,1,1,1,3,37,1,4,4,1,2,NA,2,1,6,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,NA,8,2,1,3,4,4,1,3,3,NA,NA,NA,NA,NA,NA,2
1703,2,1,1,2,3,31,2,2,NA,1,2,2,2,2,2,NA,2,NA,2,2,1,2,2,2,3,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,8,8,2,NA,NA,NA,NA
1704,1,1,7,2,2,24,1,3,4,1,2,NA,4,2,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,NA,2,2,1,1,4,1,2,3,8,NA,NA,NA,NA,NA,NA,2
1705,1,1,2,1,2,32,1,4,6,1,NA,2,1,1,1,1,1,NA,1,2,3,1,2,2,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,3,NA,NA
1706,1,1,7,2,8,50,1,3,7,1,2,2,1,1,2,1,1,1,NA,1,2,2,2,1,3,3,1,3,5,7,1,7,4,2,2,1,NA,NA,3,1,5,2,2,1,3,1,NA
1707,6,5,NA,2,0,20,2,3,4,1,2,1,4,NA,6,3,NA,3,NA,2,1,2,2,NA,1,3,2,7,3,7,3,8,1,1,1,4,NA,NA,5,3,NA,NA,NA,NA,NA,1,NA
1708,5,3,NA,1,3,71,2,NA,3,NA,2,NA,3,1,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,NA,4,1,2,1,1,2,2,6,NA,NA,NA,NA,NA,NA,NA
1709,5,2,NA,5,1,88,2,2,4,2,1,2,2,NA,1,1,NA,2,NA,1,2,1,1,1,1,1,1,4,7,7,3,4,3,2,1,2,NA,NA,1,4,1,1,1,1,3,2,NA
1710,7,5,NA,1,2,24,2,3,NA,1,3,1,1,1,1,1,NA,NA,1,2,2,2,2,2,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,NA,NA,5,5,1,1,NA,NA,NA
1711,4,4,NA,15,3,56,2,3,6,2,2,1,1,1,3,3,NA,NA,2,2,1,2,3,2,1,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
1712,1,1,7,3,2,56,1,3,3,1,2,1,1,1,3,2,2,2,NA,1,2,1,3,2,1,2,1,3,4,4,2,2,2,1,3,3,NA,NA,2,1,1,3,2,1,3,2,NA
1713,4,1,5,7,3,49,2,3,3,1,1,NA,2,1,2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,NA,8,2,1,1,4,2,2,3,4,NA,NA,NA,NA,NA,NA,2
1714,1,1,7,9,2,48,1,3,5,1,2,1,4,1,6,1,1,NA,1,1,2,1,1,2,1,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,3,NA,NA,5,3,1,1,1,NA,NA
1715,1,1,2,3,2,59,1,3,5,1,3,2,3,2,5,2,2,NA,2,1,2,1,2,2,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,6,6,2,1,NA,NA,NA
1716,5,2,NA,4,2,82,2,NA,4,1,2,2,NA,NA,NA,2,NA,NA,NA,NA,2,1,2,NA,1,3,2,2,NA,7,3,8,3,1,2,1,NA,NA,2,2,NA,NA,NA,NA,NA,2,NA
1717,3,1,2,3,3,65,2,1,5,1,2,1,1,1,1,2,1,4,NA,1,2,2,3,2,2,3,2,2,5,7,1,8,3,2,2,4,NA,NA,5,4,5,3,2,3,1,1,NA
1718,5,1,5,4,4,79,2,2,6,1,2,2,1,1,1,2,2,NA,1,1,1,2,3,2,3,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,5,2,2,3,NA,NA,NA
1719,1,1,1,2,2,49,1,3,6,1,2,NA,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,4,4,1,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,2
1720,1,1,1,2,4,36,2,3,4,1,2,2,1,1,1,2,1,NA,1,1,2,1,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,2,3,NA,NA,NA
1721,1,1,2,3,5,55,1,4,6,1,1,NA,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,NA,2,4,1,2,2,1,2,3,1,NA,NA,NA,NA,NA,NA,1
1722,5,3,NA,6,1,59,1,3,3,1,2,1,4,1,3,2,NA,5,NA,2,1,2,2,3,3,1,3,2,3,7,1,5,2,1,1,4,NA,NA,5,6,NA,NA,NA,NA,NA,1,NA
1723,2,1,5,3,3,52,2,2,2,2,1,NA,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,NA,8,4,1,2,4,1,2,2,3,NA,NA,NA,NA,NA,NA,2
1724,5,5,NA,5,0,74,2,1,1,2,1,NA,2,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,NA,2,1,1,3,4,1,1,3,2,NA,NA,NA,NA,NA,NA,2
1725,1,1,1,1,1,33,1,4,5,1,NA,2,3,1,4,1,1,NA,1,1,2,1,1,2,3,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,2,1,2,NA,NA
1726,1,1,1,2,2,44,1,2,4,2,1,2,2,1,1,2,2,4,NA,1,2,1,2,3,2,2,2,5,5,5,3,2,2,1,3,2,NA,NA,4,2,3,3,2,1,2,2,NA
1727,8,1,1,1,3,48,2,2,6,1,3,2,1,1,1,1,1,NA,1,1,2,1,2,2,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,9,2,1,2,NA,NA
1728,2,1,1,2,1,32,2,3,7,1,2,NA,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,3,1,2,1,1,2,3,1,NA,NA,NA,NA,NA,NA,2
1729,7,1,1,1,1,39,2,4,3,1,2,2,1,1,3,1,1,NA,1,1,2,2,2,3,2,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,3,NA,NA
1730,1,3,NA,3,1,39,2,3,4,1,2,2,2,1,3,1,NA,2,NA,2,1,2,2,3,3,3,3,4,5,7,1,2,1,1,2,3,NA,NA,4,2,3,3,1,1,2,1,NA
1731,7,1,1,1,2,54,2,4,6,1,2,NA,1,1,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,8,4,2,2,1,1,1,2,3,NA,NA,NA,NA,NA,NA,2
